Original,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,0.0,9.0,18.0,27.0,36.0,45.0,54.0,63.0,72.0,81.0,90.0,99.0,108.0,117.0,126.0,135.0,144.0,153.0,162.0,171.0
DiffEv,517.1017477608356,608.987416630821,596.1562925678791,633.7061670946465,636.2625085230242,566.1753211927348,650.0,558.2418921964143,105.41385789486135,88.5737301507301,115.14840437610326,120.4850775004313,138.99189136993462,118.00248894772338,164.73177969066975,127.59422993732497,80.27687119287276,128.7193475294865
