31.01357923,11.82866151,-22.6873994,44.11075384,19.05799273,33.74068748,11.36095088,39.27061587,-45.96048123,32.12414291,20.10610015,32.72629267,-30.20004445,42.12583596,-55.75932898,13.9925303
27.05606999,11.02210139,-21.71158125,40.43331138,15.53740182,31.17762121,8.431100005,36.15957784,-42.79845388,29.67740827,16.53043539,30.2647568,-28.38442237,38.68448738,-52.26219889,13.02031082
23.11962731,10.17073721,-20.86276662,36.74198541,12.19093273,28.53526803,5.706687721,32.99184256,-39.80050456,27.14650415,13.1192224,27.72244386,-26.75864097,35.20814466,-48.79532619,11.99462552
19.20351572,9.278354046,-20.11464306,33.03932273,8.997110986,25.82520652,3.154183348,29.77720663,-36.9477858,24.54328676,9.853289833,25.11075972,-25.28693464,31.70335136,-45.35748746,10.9202244
15.30669007,8.34883797,-19.4468806,29.32735938,5.935792586,23.0576477,0.745084473,26.52379896,-34.22212887,21.87836677,6.714331834,22.43986914,-23.94053525,28.17535943,-41.9470185,9.801941791
11.42782101,7.38615689,-18.84343619,25.60777973,2.988227065,20.24164027,-1.544982731,23.23845519,-31.60622571,19.16127206,3.685045562,19.71886468,-22.69596779,24.62847492,-38.56186125,8.644672206
7.565322797,6.394343737,-18.29138152,21.88202382,0.137009654,17.38525978,-3.737045162,19.92700942,-29.08368855,16.40060679,0.749155272,16.95592833,-21.53377438,21.06630656,-35.19961209,7.453350696
3.717384524,5.377481925,-17.78007112,18.15136095,-2.634032226,14.49577887,-5.849446292,16.59452247,-26.63902518,13.60420169,-2.108636442,14.15848155,-20.43754737,17.49194713,-31.85756889,6.232937287
-0.11799859,4.339692983,-17.30053886,14.41694086,-5.339991571,11.57981881,-7.898407309,13.24546181,-24.25756129,10.77925295,-4.902745176,11.33332222,-19.39318792,13.90810773,-28.53277816,4.988405206
-3.942993152,3.285126138,-16.84504772,10.67982965,-7.995053922,8.643484165,-9.898502103,9.883845347,-21.92532913,7.932449634,-7.646829226,8.486748941,-18.38832604,10.31721907,-25.22208102,3.724732422
-7.759895385,2.217949616,-16.40674342,6.9410353,-10.61267797,5.692482781,-11.86306374,6.51335824,-19.62893595,5.070090587,-10.35392997,5.624673844,-17.41185618,6.721509543,-21.92215765,2.446896006
-11.57109895,1.142343376,-15.97937814,3.201526149,-13.20577844,2.732234261,-13.80453873,3.137450437,-17.35542123,2.198192462,-13.03662051,2.752726013,-16.45355391,3.123067333,-18.62957039,1.159868764
-15.37906289,0.062492951,-15.55707984,-0.537755244,-15.78690835,-0.232030358,-15.73480386,-0.240579294,-15.09210781,-0.677408975,-15.70715802,-0.123652364,-15.5037471,-0.476108263,-15.34080554,-0.131382406
-19.18627982,-1.017415928,-15.13414889,-4.27588101,-18.36843972,-3.19517468,-17.66545884,-3.617507689,-12.82645041,-3.550962,-18.37763757,-2.999114737,-14.55302057,-4.07406193,-12.05231423,-1.421897016
-22.99524417,-2.093202278,-14.70486694,-8.011928079,-20.96274308,-6.152065891,-19.60810716,-6.99011533,-10.54588338,-6.416704142,-21.06014603,-5.868321439,-13.59193613,-7.668840387,-8.760552713,-2.706720903
-26.80842076,-3.160694722,-14.26330482,-11.74496808,-23.58236672,-9.097483715,-21.57463705,-10.3551149,-8.237669279,-9.268767073,-23.76691584,-8.725851057,-12.61075155,-11.25845012,-5.462022833,-3.980906151
-30.6282126,-4.215736628,-13.80311462,-15.47405562,-26.24021552,-12.02602652,-23.57751323,-13.70907527,-5.888748879,-12.10107877,-26.51047688,-11.56610952,-11.59912085,-14.84081151,-2.153311892,-5.239511572
-34.4569303,-5.254191854,-13.31729323,-19.19821334,-28.94973205,-14.93201172,-25.63009425,-17.04833697,-3.48559749,-14.90726065,-29.30380787,-14.38323456,-10.54576001,-18.41370582,1.168864996,-6.477604314
-38.29675991,-6.271951439,-12.79789458,-22.91641185,-31.72507552,-17.80936756,-27.74698517,-20.36891421,-1.014088195,-17.6805175,-32.16048143,-17.17099328,-9.438053193,-21.97471057,4.507623201,-7.690263165
-42.14973162,-7.264941557,-12.23566758,-26.62754193,-34.58129784,-20.65151351,-29.94444258,-23.66637733,1.540628903,-20.4135183,-35.09480084,-19.92267065,-8.261574491,-25.52111792,7.865864863,-8.872584074
-46.01768872,-8.229133006,-11.6195825,-30.33037555,-37.53450934,-23.45122647,-32.24084679,-26.93570836,4.194222159,-23.09826663,-38.12191986,-22.63094713,-6.999488751,-29.04982858,11.24623421,-10.01968842
-49.90225701,-9.160552492,-10.93619313,-34.02351053,-40.60202259,-26.20049053,-34.65725824,-30.17112051,6.963232744,-25.72596013,-41.25793363,-25.2877642,-5.631783766,-32.55721089,14.65107204,-11.1267345
-53.80481538,-10.05529589,-10.16875507,-37.70529099,-43.80245524,-28.89032891,-37.21807398,-33.36582957,9.865065088,-28.28684008,-44.51992202,-27.88417756,-4.134268863,-36.03891061,18.08236991,-12.18893266
-57.7264679,-10.90954363,-9.295976719,-41.37369163,-47.15576248,-31.51061811,-39.95179608,-36.51176242,12.91788135,-30.7700346,-47.92591849,-30.41019961,-2.47725112,-39.48958993,21.54172502,-13.20156436
-61.66801825,-11.71957826,-8.290206924,-45.02614614,-50.68315512,-34.04988751,-42.89191066,-39.59918394,16.14035681,-33.16340245,-51.49476642,-32.85463567,-0.62376887,-42.90256478,25.03029687,-14.16000548
-65.62994727,-12.48180415,-7.114739457,-48.65928739,-54.40684148,-36.49511198,-46.07784823,-42.61622012,19.55124142,-35.45338988,-55.24581231,-35.20492252,1.472776504,-46.26929371,28.54876731,-15.05975382
-69.61239473,-13.19276928,-5.719699059,-52.26854393,-58.34951,-38.83151271,-49.55593753,-45.54825343,23.16866261,-37.6249201,-59.19837173,-37.44698437,3.871787875,-49.57864949,32.09730577,-15.89646079
-73.61514527,-13.84918871,-4.035587738,-55.84749392,-62.53344813,-41.04239178,-53.38015426,-48.37716941,27.00910341,-39.6613441,-63.37089342,-39.5651295,6.649650441,-52.81587085,35.67554249,-16.66596683
-77.63762203,-14.44796957,-1.962872636,-59.3867949,-66.97918542,-43.10904044,-57.61227281,-51.08044889,31.08599962,-41.54449194,-67.77974994,-41.54202172,9.905043207,-55.96104668,39.28254968,-17.36434017
-81.67888559,-14.98623697,0.645295826,-62.87234135,-71.70355633,-45.01077783,-62.32070264,-53.63014087,35.40794701,-43.25487264,-72.43759995,-43.3587717,13.76513997,-58.98693273,42.916836,-17.98791795
-85.73764147,-15.46136034,4.012450505,-66.28195829,-76.71714565,-46.72519374,-67.5768364,-55.99183849,39.97658561,-44.77207515,-77.35132995,-44.99520301,18.39134572,-61.85587262,46.57635381,-18.53334863
-89.81225572,-15.8709794,8.489152542,-69.57921429,-82.02121215,-48.22867707,-73.44723039,-58.12394193,44.78435913,-46.07541509,-82.51968786,-46.43034891,23.98046414,-64.51569409,50.25852178,-18.99763459
-93.90077929,-16.21302914,14.63618602,-72.70145039,-87.60441361,-49.49730169,-79.97978988,-59.97774098,49.81250708,-47.14484613,-87.93088069,-47.64322284,30.75139374,-66.89495427,53.96026363,-19.37817316
-98.00098082,-16.48576302,23.33719695,-75.5366073,-93.43994615,-50.50809664,-87.18324575,-61.49912815,55.02979257,-47.96210534,-93.56059299,-48.61386878,38.89846782,-68.8993732,57.67806309,-19.67279475
-102.1103877,-16.68777353,35.81648476,-77.88311362,-99.48396629,-51.24064195,-95.00284984,-62.6328366,60.39251848,-48.51199299,-99.3710244,-49.32463491,48.48888,-70.41425407,61.40803441,-19.87979639
-106.2263344,-16.8180094,52.99192306,-79.4122901,-105.6762101,-51.6788127,-103.301501,-63.32956195,65.84624897,-48.78361657,-105.3115386,-49.76153452,59.31274151,-71.32065995,65.14600659,-19.99796914
