Original Satellites,[550, 550, 550, 550, 550, 550, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0]
LBFGS-B Satellites, [553.69411486, 550,548.15294257,553.69411486,550,30.,60.,90.,120.,150.]
PSO Satellites,[615.78662103,588.06746978,508.81200667,624.15880511,565.91210662,168.81287418,91.21190943,24.73276584,121.43493738 ,32.1797348 ]
Random Satellites,[607.4047772070263, 516.3744166948547, 607.359401470787, 520.487039332519, 522.3525578789225, 71.31692503615629, 105.0256171274693, 128.4158712324359, 133.39748919244045, 84.78729769523389]
