Original,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,650,0.0,9.0,18.0,27.0,36.0,45.0,54.0,63.0,72.0,81.0,90.0,99.0,108.0,117.0,126.0,135.0,144.0,153.0,162.0,171.0
LBFGS-B,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,180.0,99.0,108.0,117.0,126.0,135.0,144.0,153.0,162.0,171.0
PSO,549.0450144888142,591.6218815400181,646.2505174251835,642.7817016433726,584.980256172985,608.209004108612,524.1578103806704,578.1331252812461,129.83820105482127,72.99480589863842,156.79275493800074,45.81942812638853,42.979497095781404,106.83027444339938,24.01404906299915,169.24381767651144,29.88137683969678,46.502221641234236
Random,610.5183086432758,595.2437592504358,508.54816400526215,554.8771172503688,627.5118269396709,634.908011254997,576.8588255799604,590.7650583485722,2.010795151442568,20.052224322612954,67.80483998134625,53.54636287529712,45.89349360219247,55.77768391008878,102.81133504559338,31.783146569982314
